Sangin district,populated place,0.0
Dushanbe,capital of a political entity,679400.0
Tarin Kot,second-order administrative division,0.0
Sui,populated place,323945.0
Muang,seat of a first-order administrative division,85000.0
Bucaramanga,seat of a first-order administrative division,571820.0
San Vicente,capital of a political entity,525990.0
Brussels,capital of a political entity,1019022.0
Newry,seat of a second-order administrative division,27757.0
Ashkelon,populated place,105995.0
Los Angeles,seat of a second-order administrative division,3971883.0
San Francisco,seat of a second-order administrative division,864816.0
Rawalpindi,seat of a second-order administrative division,1743101.0
Mexico City,capital of a political entity,12294193.0
Vavuniya,airport,0.0
Latifiyah,area,0.0
Hawijah district,second-order administrative division,0.0
Turbat,seat of a second-order administrative division,75694.0
Miran Shah,populated place,0.0
Hawijah,second-order administrative division,0.0
Izmir,seat of a first-order administrative division,2500603.0
Iskandariyah,seat of a first-order administrative division,3811516.0
Thessaloniki,seat of a first-order administrative division,354290.0
Shirqat,second-order administrative division,0.0
Husseiniyah,,
Afgoye,seat of a second-order administrative division,65461.0
Galkayo,seat of a first-order administrative division,61200.0
Davao City,seat of a first-order administrative division,1212504.0
Sopore,populated place,63035.0
San Jose,capital of a political entity,335007.0
Sderot,populated place,20228.0
Saba al-Bor,populated place,0.0
Frankfurt,seat of a third-order administrative division,650000.0
Quito,capital of a political entity,1399814.0
Riyadh,capital of a political entity,4205961.0
Vitoria,seat of a first-order administrative division,235661.0
Shabqadar,populated place,66541.0
Cape Town,seat of a first-order administrative division,3433441.0
Khuzdar,populated place,141227.0
Mukalla,seat of a first-order administrative division,258132.0
Gereshk,seat of a second-order administrative division,43588.0
Cordoba,seat of a first-order administrative division,1428214.0
Kohat,second-order administrative division,0.0
Khyber district,seat of a second-order administrative division,700000.0
Merca,seat of a first-order administrative division,230100.0
Homs,seat of a first-order administrative division,775404.0
Barrancabermeja,populated place,191403.0
Bosaso,seat of a first-order administrative division,74287.0
Qalat,seat of a first-order administrative division,12191.0
Washington,capital of a political entity,601723.0
Panama City,capital of a political entity,408168.0
Orakzai district,,
Cucuta,seat of a first-order administrative division,721398.0
Miami,seat of a second-order administrative division,441003.0
Sadiyah,hill,0.0
Ramallah,populated place,24599.0
Albu Bali,area,0.0
Vina del Mar,populated place,294551.0
Puli Alam,bridge,0.0
Shindand district,,
Adana,seat of a first-order administrative division,1248988.0
Nairobi,capital of a political entity,2750547.0
Kurram district,second-order administrative division,0.0
Jakarta,capital of a political entity,8540121.0
Cerro de Pasco,mountain,0.0
Khasavyurt,seat of a second-order administrative division,126829.0
Nahri Saraj district,,
Hamburg,seat of a first-order administrative division,1739117.0
West Berlin,historical populated place,0.0
Zinjibar,seat of a first-order administrative division,19879.0
Khalidiyah,populated place,0.0
Kampala,capital of a political entity,1353189.0
Hit,second-order administrative division,500000.0
Khalis,second-order administrative division,0.0
Chaman,populated place,88568.0
Pir Koh,mountains,0.0
Bangui,capital of a political entity,542393.0
Gardez,seat of a first-order administrative division,103601.0
Shaykh Uthman,seat of a second-order administrative division,0.0
Marawi,seat of a second-order administrative division,143627.0
Ludhiana,populated place,1545368.0
Jolo,seat of a third-order administrative division,101002.0
Rio de Janeiro,seat of a first-order administrative division,6023699.0
Guatemala city,capital of a political entity,994938.0
Guwahati,populated place,899094.0
Jalawla,populated place,0.0
Anantnag,populated place,79821.0
Usulutan,first-order administrative division,366040.0
Farah,first-order administrative division,470939.0
Vienna,capital of a political entity,1691468.0
Amman,capital of a political entity,1275857.0
Dujail,populated place,26362.0
Arsal,lake,0.0
Dera Murad Jamali,railroad station,0.0
Saqlawiyah,populated place,0.0
Mardan,seat of a second-order administrative division,300424.0
Mandera,first-order administrative division,1025756.0
Lisbon,capital of a political entity,517802.0
Charsadda,second-order administrative division,0.0
Balad Ruz,second-order administrative division,0.0
Port Harcourt,seat of a first-order administrative division,1148665.0
Lahij,first-order administrative division,752102.0
Lurgan,populated place,0.0
Marib,second-order administrative division,0.0
Montevideo,capital of a political entity,1270737.0
Al-Baghdadi,populated place,0.0
Hadithah,seat of a second-order administrative division,30925.0
Blida,seat of a first-order administrative division,182447.0
Mallawi,independent political entity,15447500.0
Ayacucho district,,
Khan Yunis,populated place,173183.0
Bannang Sata,second-order administrative division,44659.0
Qarabagh district,,
Hayatabad,populated place,0.0
Eshkol regional council,,
Tuz Khormato district,,
Badaber,,
Nicosia,capital of a political entity,200452.0
Qayyarah,oilfield,0.0
Wana,park,0.0
Luanda,capital of a political entity,2776168.0
Valencia,seat of a first-order administrative division,814208.0
Maywand district,,
Potiskum,seat of a second-order administrative division,86002.0
Crossmaglen,populated place,1415.0
Kut,seat of a first-order administrative division,315162.0
Strabane,historical second-order administrative division,40000.0
Nusaybin,second-order administrative division,115380.0
Jenin,populated place,34730.0
Mingora,populated place,279914.0
Mushahidah,railroad station,0.0
Barranquilla,seat of a first-order administrative division,1380425.0
Sejar,second-order administrative division,66565.0
Santa Cruz,seat of a first-order administrative division,1364389.0
Safi,seat of a second-order administrative division,288163.0
South Waziristan district,second-order administrative division,429841.0
Alexandria,seat of a first-order administrative division,3811516.0
Nalchik,seat of a first-order administrative division,272800.0
Portadown,populated place,22000.0
Baiji district,second-order administrative division,0.0
Hub,nunatak,0.0
Giza,seat of a first-order administrative division,2443203.0
Dungannon,historical second-order administrative division,59300.0
Puli Khumri,seat of a first-order administrative division,56369.0
Pattani,seat of a first-order administrative division,43690.0
Andar district,populated place,0.0
Quezon City,seat of a second-order administrative division,2761720.0
Santo Domingo,capital of a political entity,2201941.0
Sungai Kolok,seat of a second-order administrative division,42776.0
Hammam al-Alil,populated place,0.0
Suchitoto,second-order administrative division,0.0
Nowshera,second-order administrative division,0.0
Panjgur,airport,0.0
Saravena,second-order administrative division,42766.0
Kiev,capital of a political entity,2797553.0
Tyre,seat of a second-order administrative division,135204.0
Guayaquil,seat of a first-order administrative division,1952029.0
Dera Bugti district,second-order administrative division,250000.0
Shirqat district,second-order administrative division,0.0
Sao Paulo,seat of a first-order administrative division,10021295.0
Damaturu,seat of a first-order administrative division,46000.0
Cologne,seat of a second-order administrative division,963395.0
Rutbah district,second-order administrative division,0.0
Marseilles,populated place,0.0
Garissa,seat of a first-order administrative division,67861.0
Amiriyat al-Fallujah,populated place,0.0
Apopa,populated place,112158.0
Radhwaniyah,,
San Sebastian,seat of a second-order administrative division,185357.0
Tikrit district,seat of a first-order administrative division,42477.0
Nad Ali district,,
Phnom Penh,capital of a political entity,1573544.0
San Pedro Sula,seat of a first-order administrative division,489466.0
Chicago,seat of a second-order administrative division,2720546.0
Jammu,first-order administrative division,12541302.0
Bala Buluk district,,
Yangon,seat of a first-order administrative division,4477638.0
Cartagena,seat of a first-order administrative division,952024.0
Deir ez-Zor,seat of a first-order administrative division,242565.0
Musa Qala district,,
Mantaro district,stream,0.0
Pristina,capital of a political entity,550000.0
Buhriz,populated place,0.0
Cusco,seat of a first-order administrative division,312140.0
Kigali,capital of a political entity,745261.0
Mastung,second-order administrative division,300000.0
Lisburn,seat of a second-order administrative division,77506.0
Latehar district,,
Huanta,second-order administrative division,0.0
Neiva,seat of a first-order administrative division,352855.0
Bethlehem,populated place,74892.0
Porto-Vecchio,populated place,11820.0
Callao,seat of a first-order administrative division,813264.0
Apartado,seat of a second-order administrative division,86438.0
Mir Ali,tribal area,0.0
Kabacan,seat of a third-order administrative division,31769.0
Shariff Aguak,third-order administrative division,31692.0
Isabela,first-order administrative division,45631.0
Swabi,second-order administrative division,0.0
Kidal,first-order administrative division,67638.0
Mattani,populated place,0.0
Qoryoley,seat of a second-order administrative division,51720.0
Asadabad,seat of a first-order administrative division,48400.0
Batticaloa district,second-order administrative division,515733.0
Shyrokyne,populated place,0.0
Pretoria,capital of a political entity,1619438.0
Munich,seat of a first-order administrative division,1260391.0
Tbilisi,capital of a political entity,1049498.0
Luhansk,seat of a first-order administrative division,452000.0
Bijapur district,populated place,271064.0
Raman,second-order administrative division,80927.0
Yarang,second-order administrative division,83922.0
Yathrib,seat of a first-order administrative division,1300000.0
Beni,first-order administrative division,422008.0
Ashdod,populated place,224656.0
Sederot,populated place,20228.0
Soyapango,populated place,329708.0
Maputo,capital of a political entity,1191613.0
Tibu,airport,0.0
Leon,seat of a first-order administrative division,144538.0
Kohlu,second-order administrative division,0.0
North Waziristan district,second-order administrative division,361246.0
Swat district,second-order administrative division,0.0
Lamitan,populated place,3241.0
Mazari Sharif,seat of a first-order administrative division,303282.0
Sukma district,,
Florence,seat of a first-order administrative division,349296.0
Nasiriyah,seat of a first-order administrative division,400249.0
Seiyun,airport,0.0
Bologna,seat of a first-order administrative division,366133.0
Beersheba,seat of a first-order administrative division,186600.0
Saydabad district,,
Khar,seat of a first-order administrative division,1430885.0
Chandigarh,seat of a first-order administrative division,960787.0
Mihtarlam,seat of a first-order administrative division,17345.0
Darjeeling,populated place,123797.0
Odessa,seat of a first-order administrative division,1001558.0
Constantine,seat of a first-order administrative division,450097.0
Zaragoza,seat of a first-order administrative division,674317.0
Kilis,seat of a first-order administrative division,82301.0
Baghlani Jadid district,,
Siniyah,locality,0.0
unknown,seat of a first-order administrative division,206570.0
Spin Boldak,second-order administrative division,0.0
Avdiivka,seat of a second-order administrative division,35826.0
Santiago de Maria,second-order administrative division,0.0
Shchastya,populated place,13800.0
Slovyansk,populated place,124800.0
Taza Khurmatu,populated place,0.0
Nyala,seat of a first-order administrative division,565734.0
Narathiwat,seat of a first-order administrative division,47771.0
Diwaniyah,seat of a first-order administrative division,318801.0
Addis Ababa,capital of a political entity,2757729.0
Bagram,second-order administrative division,0.0
Cizre,seat of a second-order administrative division,80992.0
Ordzhonikidzevskaya,populated place,71841.0
Zaidan,seat of a first-order administrative division,551980.0
Pisky,populated place,0.0
Sirnak,seat of a first-order administrative division,52743.0
Qaim,area,0.0
Dhuluiya,,
Tagab district,populated place,0.0
Lagos,seat of a second-order administrative division,9000000.0
Jos,seat of a first-order administrative division,816824.0
Huaraz,seat of a first-order administrative division,86934.0
Delhi,seat of a first-order administrative division,10927986.0
Pereira,seat of a first-order administrative division,440118.0
Multan,seat of a second-order administrative division,1437230.0
Ajdabiya,seat of a first-order administrative division,134358.0
Azim,populated place,0.0
Khogyani district,,
Medellin district,,
Hamamiyat,populated place,0.0
Hawr Rajab,area,0.0
Naples,seat of a first-order administrative division,959470.0
Abu Ghraib district,seat of a second-order administrative division,900000.0
Musayib,mountain,0.0
San Isidro,seat of a third-order administrative division,34877.0
Bayda,first-order administrative division,695000.0
Gao,seat of a first-order administrative division,87000.0
Sinjar,seat of a second-order administrative division,38294.0
Marjah,area,0.0
Rosario,seat of a second-order administrative division,1173533.0
Zacatecoluca,seat of a first-order administrative division,39613.0
Asyut,seat of a first-order administrative division,420585.0
Jurf al-Sakhar,populated place,0.0
Adhaim,dam,0.0
Bashir,populated place,0.0
Shahidi Hassas district,,
Darra Adam Khel,market,0.0
Muqur district,,
Ain al-Hilweh,refugee camp,0.0
Kuwait,independent political entity,2789132.0
Cassoalala,railroad station,0.0
Budapest,capital of a political entity,1741041.0
Matta,second-order administrative division,9623.0
Pulwama,second-order administrative division,0.0
Qaysar district,,
Shahjoy district,,
Khok Pho,second-order administrative division,18662.0
Bardere,populated place,0.0
Gombe,seat of a first-order administrative division,250258.0
San Carlos,populated place,205035.0
Sibi,seat of a second-order administrative division,64069.0
Qarah Tapah,mountain,0.0
Haifa,seat of a first-order administrative division,267300.0
Icolo e Bengo district,,
Carmen,populated place,7092.0
Buynaksk,populated place,62689.0
Dali,populated place,134040.0
San Antonio,seat of a second-order administrative division,1469845.0
Santa Rosa,seat of a first-order administrative division,111424.0
Rutbah,second-order administrative division,0.0
Dimapur,populated place,135860.0
Popayan,seat of a first-order administrative division,258653.0
Huancavelica,seat of a first-order administrative division,41576.0
Dantewada district,,
Arauca,seat of a first-order administrative division,69264.0
West Midnapore district,populated place,153349.0
Temuco,seat of a first-order administrative division,238129.0
Khanaqin,second-order administrative division,0.0
Manama,capital of a political entity,147074.0
Gwadar,seat of a second-order administrative division,51901.0
Granada,independent political entity,107818.0
Malkangiri district,,
Banda Aceh,seat of a first-order administrative division,250757.0
Nasirabad,second-order administrative division,350000.0
Kobani,intermittent stream,0.0
Bacho,second-order administrative division,47066.0
Sulayman Beg,populated place,0.0
Uraba,airport,0.0
Shopian,second-order administrative division,0.0
Chalatenango,first-order administrative division,204808.0
Amsterdam,capital of a political entity,741636.0
Arequipa,seat of a first-order administrative division,841130.0
Huancavelica district,,
Gitega,seat of a first-order administrative division,23167.0
Ishaqi,levee,0.0
Ballymena,historical second-order administrative division,64800.0
San Agustin,second-order administrative division,3399.0
Salisbury,populated place,1413.0
Seattle,seat of a second-order administrative division,684451.0
Parachinar,seat of a first-order administrative division,0.0
Bati Kot district,,
Chattar,populated place,0.0
Florencia,seat of a first-order administrative division,349296.0
Balad district,airport,0.0
Shirin Tagab district,,
Sariab,railroad station,0.0
Trujillo,seat of a first-order administrative division,747450.0
Guadalajara,seat of a first-order administrative division,1640589.0
Kokrajhar district,,
Kaduna,seat of a first-order administrative division,1582102.0
Timbuktu,seat of a first-order administrative division,32460.0
Kech district,second-order administrative division,0.0
Musayyib,seat of a second-order administrative division,42901.0
Semdinli district,,
Stanytsia Luhanska,seat of a second-order administrative division,12765.0
Lawdar,second-order administrative division,88155.0
Netzarim,israeli settlement,0.0
Stockholm,capital of a political entity,1515017.0
Chora district,populated place,0.0
Rajshahi,seat of a first-order administrative division,700133.0
Pikit,seat of a third-order administrative division,14998.0
Corinto,second-order administrative division,28310.0
Kalmunai,populated place,100171.0
Irun,seat of a third-order administrative division,60951.0
Zaranj,seat of a first-order administrative division,49851.0
Tizi Ouzou,seat of a first-order administrative division,144000.0
Aguilares,populated place,21445.0
Sabha,seat of a first-order administrative division,130000.0
Warduj district,,
Iligan,populated place,312323.0
Dulab,populated place,0.0
Panjgur district,second-order administrative division,350000.0
Kharkiv,seat of a first-order administrative division,1430885.0
Newtownabbey,seat of a second-order administrative division,63860.0
Bannu district,second-order administrative division,0.0
Radaa,,
Mariupol,populated place,481626.0
Copenhagen,capital of a political entity,1153615.0
Goma,seat of a first-order administrative division,144124.0
Situbondo,seat of a second-order administrative division,600000.0
Khulna,seat of a first-order administrative division,1342339.0
Dili,capital of a political entity,150000.0
Mastung district,second-order administrative division,300000.0
Antrim,airport,0.0
Shindand,seat of a second-order administrative division,29264.0
Mombasa,seat of a first-order administrative division,799668.0
Santa Tecla,seat of a first-order administrative division,124694.0
General Santos,populated place,679588.0
Faiyum,seat of a first-order administrative division,306393.0
Sulaymaniyah,seat of a first-order administrative division,723170.0
Najran,first-order administrative division,429332.0
Raqqah,seat of a first-order administrative division,177636.0
Tral,populated place,13255.0
Misrata,seat of a first-order administrative division,386120.0
Warri,seat of a second-order administrative division,536023.0
Debaltseve,populated place,30200.0
Maydan Shahr,second-order administrative division,0.0
Hasakah,seat of a first-order administrative division,81539.0
Bayonne,seat of a third-order administrative division,44396.0
Rueso,second-order administrative division,60595.0
Nawa-i-Barakzayi district,,
Zab,stream,0.0
Jowhar,second-order administrative division,0.0
Beled Hawo,second-order administrative division,0.0
Shah Wali Kot district,,
Kinshasa,capital of a political entity,7785965.0
Toulouse,seat of a first-order administrative division,433055.0
Kalat,second-order administrative division,500000.0
Maymana,seat of a first-order administrative division,75900.0
Dantewada,second-order administrative division,0.0
Zhari district,,
Palamu district,second-order administrative division,1939869.0
Jalawlah,populated place,0.0
Abu Sayda,populated place,0.0
Bulobarde,,
Panjwai district,,
Geneva,seat of a first-order administrative division,183981.0
Pusht Rod district,,
Kandy,seat of a first-order administrative division,111701.0
Pagadian,seat of a first-order administrative division,186852.0
Rawah,second-order administrative division,0.0
Jucuapa,populated place,10601.0
Bijbehara,populated place,24590.0
Dibis,second-order administrative division,0.0
Sohbatpur,third-order administrative division,0.0
Angeles,seat of a second-order administrative division,3971883.0
Baramulla,second-order administrative division,1008039.0
Berkeley,populated place,120972.0
Lakhdaria,populated place,56719.0
Tame,seat of a second-order administrative division,29099.0
Qush Tepa district,,
San Fernando,seat of a first-order administrative division,55419.0
Hat Yai,seat of a second-order administrative division,191696.0
Horlivka,populated place,278550.0
Chimbote,seat of a third-order administrative division,316966.0
Medea,seat of a first-order administrative division,147707.0
Poso,populated place,0.0
Malgobek,populated place,43400.0
Idlib,seat of a first-order administrative division,128840.0
Pasni,populated place,33110.0
Najaf,seat of a first-order administrative division,482576.0
Muang Pattani district,,
Ataq,seat of a first-order administrative division,37315.0
Chennai,seat of a first-order administrative division,4328063.0
Baalbek,seat of a first-order administrative division,30916.0
Arbil,seat of a first-order administrative division,932800.0
Machh,locality,0.0
Asuncion,capital of a political entity,1482200.0
Ahvaz,seat of a first-order administrative division,841145.0
Jalandhar,populated place,785178.0
Genoa,seat of a first-order administrative division,580223.0
Khash Rod district,,
Bijapur,populated place,271064.0
Cukurca district,,
Sarajevo,capital of a political entity,696731.0
Sofia,capital of a political entity,1152556.0
La Union,first-order administrative division,263271.0
Lyon,seat of a first-order administrative division,472317.0
Ghisonaccia,populated place,3515.0
Tumaco,seat of a second-order administrative division,86713.0
Katlehong,populated place,0.0
Jezzine,second-order administrative division,0.0
Sagone,populated place,776.0
Tingo Maria,populated place,53177.0
Sur district,populated place,2500.0
Qayarah,,
Umlazi,populated place,0.0
Piraeus,seat of a third-order administrative division,163688.0
Tecoluca,populated place,0.0
Belgrade,capital of a political entity,1273651.0
Nushki,populated place,27680.0
Santa Clara,seat of a first-order administrative division,250512.0
San Pablo,populated place,207577.0
Corte,seat of a third-order administrative division,7217.0
Hamah,seat of a first-order administrative division,460602.0
Logo district,populated place,0.0
The Hague,seat of government of a political entity,474292.0
Baraki Barak district,,
Kabal,seat of a first-order administrative division,1200000.0
Barakaldo,seat of a third-order administrative division,98460.0
Almar district,populated place,0.0
Midsayap,populated place,1121974.0
Khwaja Sabz Posh district,,
Huancayo district,,
Nice,seat of a second-order administrative division,338620.0
Mand,region,0.0
Hit district,second-order administrative division,500000.0
Seville,seat of a first-order administrative division,703206.0
Batman,seat of a first-order administrative division,381990.0
Naw Zad district,,
Hudur,second-order administrative division,0.0
San Rafael Cedros,populated place,0.0
Taipei,capital of a political entity,7871900.0
Omagh,historical second-order administrative division,51800.0
Mullaitivu,second-order administrative division,0.0
San Marcos,populated place,54615.0
Tank,second-order administrative division,0.0
Macao,capital of a political entity,520400.0
Marawara district,,
Surat,populated place,2894504.0
Alexandra,peak,0.0
Wajir,first-order administrative division,661941.0
Lome,capital of a political entity,749700.0
Ampara district,airport,0.0
Narita,seat of a second-order administrative division,100641.0
Cookstown,historical second-order administrative division,37600.0
Huambo,seat of a first-order administrative division,226145.0
Windhoek,capital of a political entity,268132.0
Cochabamba,seat of a first-order administrative division,900414.0
Hermel,first-order administrative division,157000.0
Bannang Sata district,,
Rajbiraj,second-order administrative division,0.0
San Martin,section of independent political entity,37429.0
Nejapa,populated place,0.0
Konduga,second-order administrative division,0.0
Khas Uruzgan district,,
Alingar district,,
Achin district,,
Khartoum,capital of a political entity,1974647.0
Muang Yala district,,
Gizab district,,
Manchester,region,2782141.0
Ceel Buur,second-order administrative division,0.0
Khorramshahr,seat of a second-order administrative division,330606.0
Aguelhoc,,
Sydney,seat of a first-order administrative division,4627345.0
Kingston,capital of a political entity,937700.0
Narayanpur district,populated place,0.0
Tawilah,second-order administrative division,0.0
Mutur,populated place,0.0
Samarra district,seat of a second-order administrative division,158508.0
Chiclayo,seat of a first-order administrative division,577375.0
Pashtun Kot district,,
Aka Khel,populated place,0.0
Minya,seat of a first-order administrative division,227150.0
Rusoh,,
Lusaka,capital of a political entity,1267440.0
Dawr,second-order administrative division,0.0
Rueso district,,
Bolzano,seat of a second-order administrative division,99049.0
Birganj,populated place,133238.0
Yuksekova district,,
Kanker district,,
Hanover,first-order administrative division,66602.0
Yarang district,,
Deh Rahwod district,,
Mannar,gulf,0.0
Tak Bai district,,
Karabulak,populated place,34511.0
Mumbai,seat of a first-order administrative division,12691836.0
Kuchlak,spring(s),0.0
Ahmedabad,populated place,3719710.0
Darzab district,,
Wadh,populated place,0.0
Buenaventura,populated place,240387.0
Quezaltepeque,second-order administrative division,0.0
Tejutepeque,populated place,0.0
Sylhet,seat of a first-order administrative division,237000.0
Cimitarra,second-order administrative division,34293.0
Guazapa,populated place,10995.0
San Diego,seat of a second-order administrative division,1394928.0
Palmyra,atoll(s),0.0
Faisalabad,seat of a second-order administrative division,2506595.0
Imam Sahib district,shrine,0.0
Nong Chik,seat of a second-order administrative division,11385.0
Valaichchenai,populated place,0.0
Tump,area,0.0
Moreh,mountain,0.0
Sungai Padi district,,
Eibar,seat of a third-order administrative division,27419.0
Dondo,populated place,78648.0
Ra-ngae,second-order administrative division,75802.0
Mohammad Agha district,,
Ciudad Barrios,populated place,8491.0
Cinquera,populated place,0.0
Khuzdar district,second-order administrative division,520000.0
Anah,seat of a second-order administrative division,27000.0
Dawlatabad district,,
Santa Marta,seat of a first-order administrative division,431781.0
Bihsud district,,
Tolosa,seat of a first-order administrative division,433055.0
Tunceli,first-order administrative division,85428.0
Zurich,seat of a first-order administrative division,341730.0
Toribio,seat of a second-order administrative division,3911.0
Shaar HaNegev regional council,,
Lalgarh,populated place,0.0
Trincomalee district,second-order administrative division,365841.0
Raman district,mountain,0.0
Welioya,,
Barawe,populated place,0.0
Saiburi,seat of a second-order administrative division,14356.0
Venice,seat of a first-order administrative division,51298.0
Mahawil,second-order administrative division,0.0
Wihdah,locality,0.0
Amarah,seat of a first-order administrative division,323302.0
Spin Boldak district,,
Petah Tiqwa,populated place,200000.0
Gadchiroli district,,
Kutum,second-order administrative division,0.0
Malkangiri,second-order administrative division,613192.0
Bonn,airport,0.0
Durango,populated place,457140.0
La Plata,seat of a first-order administrative division,694167.0
Tejutla,second-order administrative division,24242.0
Tacurong,seat of a third-order administrative division,54648.0
Mandali,populated place,29785.0
Dera Allah Yar,populated place,0.0
Haswah,mountain,0.0
Dih Yak district,,
